COD_ETU,CNE,Note : TLGE3104,Résultat : TLGE3104,Session : TLGE3104,Année : TLGE3104,Note : TLGE3204,Résultat : TLGE3204,Session : TLGE3204,Année : TLGE3204,Note : TLGE3304,Résultat : TLGE3304,Session : TLGE3304,Année : TLGE3304,Note : TLGE3404,Résultat : TLGE3404,Session : TLGE3404,Année : TLGE3404,Note : TLGE3504,Résultat : TLGE3504,Session : TLGE3504,Année : TLGE3504,Note : TLGE3604,Résultat : TLGE3604,Session : TLGE3604,Année : TLGE3604,Note : TLGE3004,Résultat : TLGE3004,Session : TLGE3004,Année : TLGE3004,Note : TLGE4104,Résultat : TLGE4104,Session : TLGE4104,Année : TLGE4104,Note : TLGE4204,Résultat : TLGE4204,Session : TLGE4204,Année : TLGE4204,Note : TLGE4304,Résultat : TLGE4304,Session : TLGE4304,Année : TLGE4304,Note : TLGE4404,Résultat : TLGE4404,Session : TLGE4404,Année : TLGE4404,Note : TLGE4504,Résultat : TLGE4504,Session : TLGE4504,Année : TLGE4504,Note : TLGE4604,Résultat : TLGE4604,Session : TLGE4604,Année : TLGE4604,Note : TLGE4004,Résultat : TLGE4004,Session : TLGE4004,Année : TLGE4004,Note : TLMP140C,Résultat : TLMP140C,Session : TLMP140C,Année : TLMP140C,Note : TLMP240C,Résultat : TLMP240C,Session : TLMP240C,Année : TLMP240C
14001547,1412710360,10,V,2,2015,10.85,V,1,2015,11.8,V,1,2015,10.9,V,1,2015,10.25,V,1,2015,10.5,V,1,2015,10.717,V,2,2015,10,V,2,2015,12.05,V,1,2015,14.375,V,1,2015,10.75,V,1,2015,16.8,V,1,2015,14.5,V,1,2015,13.079,V,2,2015,,,,,,,,
14001613,1412704938,16,V,1,2015,14.525,V,1,2015,14.9,V,1,2015,18.5,V,1,2015,11,V,1,2015,10.8,V,1,2015,14.288,V,1,2015,10,V,2,2015,17.1,V,1,2015,12.875,V,1,2015,11,V,1,2015,13,V,1,2015,16.1,V,1,2015,13.346,V,2,2015,,,,,,,,
14001621,1412227543,,,,,,,,,3.8,NRA,1,2015,15.1,V,1,2015,,,,,10.2,V,1,2015,,,1,2015,2.65,NRA,1,2015,10,V,2,2015,12.875,V,1,2015,16.5,V,1,2015,15.2,V,1,2015,8,NV,2,2015,10.871,NV,2,2015,,,,,,,,
14001630,1412076020,,,,,,,,,,,,,8.6,NV,2,2015,,,,,,NV,2,2015,,,1,2015,,,,,,,,,,,,,,,,,13,V,1,2015,,,,,,,1,2015,,,,,,,,
14001633,1412076050,,,,,,,,,,,,,11.2,V,1,2015,,,,,9.725,NV,2,2015,,,1,2015,,,,,,,,,,,,,,,,,12.8,V,1,2015,,,,,,,1,2015,,,,,,,,
14001636,1412535770,10,V,2,2015,,,,,1.9,NRA,1,2015,,,,,,,,,10,V,2,2015,,,1,2015,,,,,10,V,2,2015,11.125,V,1,2015,13.75,V,1,2015,10,V,2,2015,,,,,,,1,2015,,,,,,,,
14001637,1412720331,10,V,2,2015,13.775,V,1,2015,14,V,1,2015,10,V,1,2015,10,V,2,2015,9.325,AC,2,2015,11.183,V,2,2015,10,V,2,2015,12.35,V,1,2015,10.125,V,1,2015,12.5,V,1,2015,14,V,1,2015,13.3,V,1,2015,12.046,V,2,2015,,,,,,,,
14001638,1412542333,10,V,2,2015,10.125,V,1,2015,10,V,2,2015,7.575,AC,2,2015,10,V,2,2015,12.3,V,1,2015,10,V,2,2015,7,AC,2,2015,11.4,V,1,2015,8.5,AC,2,2015,12,V,1,2015,14.4,V,1,2015,8.3,AC,2,2015,10.267,V,2,2015,,,,,,,,
14001639,1412720320,,,,,,,,,0.8,NRA,1,2015,8,NV,2,2015,,,,,0,NRA,1,2015,,,1,2015,,,,,,,,,,,,,,,,,4.8,NRA,1,2015,,,,,,,1,2015,,,,,,,,
14002047,1412729835,18.25,V,1,2015,14.15,V,1,2015,12.3,V,1,2015,15.1,V,1,2015,13.75,V,1,2015,11.6,V,1,2015,14.192,V,1,2015,10.65,V,1,2015,15.15,V,1,2015,18.5,V,1,2015,13,V,1,2015,17,V,1,2015,15.9,V,1,2015,15.033,V,1,2015,,,,,,,,
14002049,1311959096,13.75,V,1,2015,14.9,V,1,2015,16.1,V,1,2015,13.3,V,1,2015,11.5,V,1,2015,11.175,V,1,2015,13.454,V,1,2015,10.1,V,1,2015,15.05,V,1,2015,15,V,1,2015,17.75,V,1,2015,18,V,1,2015,13.8,V,1,2015,14.95,V,1,2015,,,,,,,,
14003199,1412710528,9,AC,2,2015,10,V,2,2015,10,V,2,2015,9.2,AC,2,2015,8.75,AC,2,2015,10.025,V,1,2015,9.496,AC,2,2015,7,AC,2,2015,10,V,2,2015,10.625,V,1,2015,13.5,V,1,2015,13.6,V,1,2015,10,V,1,2015,10.788,V,2,2015,,,,,,,,
14003846,1411690619,,,,,,,,,0.2,NRA,1,2015,,,,,,,,,0,NRA,1,2015,,,1,2015,,,,,0,NRA,1,2015,,,,,,,,,10,V,1,2015,,,,,,,1,2015,,,,,,,,
14004670,1412734147,,,,,,,,,7,NV,2,2015,,,,,,,,,9.1,NV,2,2015,,,1,2015,9,NV,2,2015,10,V,2,2015,11.875,V,1,2015,14,V,1,2015,13.2,V,1,2015,,,,,,,1,2015,,,,,,,,
14005168,1412709885,,,,,,,,,7.5,NV,2,2015,7.1,NV,2,2015,,,,,7.65,NV,2,2015,,,1,2015,,,,,4.75,NRA,1,2015,,,,,10,V,1,2015,7.4,NV,2,2015,,,,,,,1,2015,,,,,,,,
14005170,1412710312,10,V,2,2015,9,AC,2,2015,10,V,2,2015,16.7,V,1,2015,10.25,V,1,2015,10,V,2,2015,10.992,V,2,2015,7.475,AC,2,2015,11.55,V,1,2015,14,V,1,2015,13.75,V,1,2015,17.4,V,1,2015,10,V,1,2015,12.363,V,2,2015,,,,,,,,
14005173,1414727402,14.5,V,1,2015,14.15,V,1,2015,10,V,2,2015,11.9,V,1,2015,10,V,2,2015,13.525,V,1,2015,12.346,V,2,2015,13.3,V,1,2015,10,V,2,2015,15.625,V,1,2015,12,V,1,2015,14,V,1,2015,8,AC,2,2015,12.154,V,2,2015,,,,,,,,
14005179,1412535654,,,,,7,NV,2,2015,,,,,,,,,,,,,11.45,V,1,2015,,,1,2015,,,,,,,,,0,NV,2,2015,,,,,12,V,1,2015,,,,,,,1,2015,,,,,,,,
14005183,1412536002,,,,,,,,,,,,,,,,,,,,,10.15,V,1,2015,,,1,2015,,,,,1.15,NRA,1,2015,,,,,,,,,10.6,V,1,2015,,,,,,,1,2015,,,,,,,,
14005186,1412711128,10,V,2,2015,10,V,2,2015,13.1,V,1,2015,10.9,V,1,2015,10,V,2,2015,10.575,V,1,2015,10.763,V,2,2015,8,AC,2,2015,11.35,V,1,2015,13.5,V,1,2015,12.75,V,1,2015,17,V,1,2015,11.9,V,1,2015,12.417,V,2,2015,,,,,,,,
14005193,1412534831,,,,,,,,,,,,,7.5,NV,2,2015,,,,,10.4,V,1,2015,,,1,2015,7.1,NV,2,2015,10.5,V,1,2015,,,,,16.25,V,1,2015,15.2,V,1,2015,,,,,,,1,2015,,,,,,,,
14005197,1412535660,,,,,10.525,V,1,2015,,,,,11.2,V,1,2015,,,,,10.375,V,1,2015,,,1,2015,,,,,10.7,V,1,2015,11,V,1,2015,16.5,V,1,2015,14.2,V,1,2015,,,,,,,1,2015,,,,,,,,
14005244,1412393421,16.5,V,1,2015,12.375,V,1,2015,14.3,V,1,2015,13.2,V,1,2015,10,V,2,2015,10,V,2,2015,12.729,V,2,2015,10,V,2,2015,13.8,V,1,2015,9.75,AC,2,2015,13.25,V,1,2015,13.2,V,1,2015,10,V,2,2015,11.667,V,2,2015,,,,,,,,
14005359,1412717580,7,AC,2,2015,10,V,2,2015,12.4,V,1,2015,12.6,V,1,2015,13,V,1,2015,10.25,V,1,2015,10.875,V,2,2015,8.5,AC,2,2015,10.65,V,1,2015,11,V,1,2015,16.5,V,1,2015,13.6,V,1,2015,14.1,V,1,2015,12.392,V,2,2015,,,,,,,,
14005373,1412710451,10,V,2,2015,10,V,2,2015,10,V,1,2015,14.9,V,1,2015,10,V,2,2015,10.925,V,1,2015,10.971,V,2,2015,7,AC,2,2015,12.35,V,1,2015,14.5,V,1,2015,15.5,V,1,2015,17,V,1,2015,11.4,V,1,2015,12.958,V,2,2015,,,,,,,,
14005680,1412710429,0,NRA,1,2015,3.125,NRA,1,2015,2.8,NRA,1,2015,0,NRA,1,2015,1.25,NRA,1,2015,10,V,1,2015,2.863,NV,2,2015,,,,,,,,,,,,,,,,,6.8,NV,2,2015,,,,,,,1,2015,,,,,,,,
14005681,1411693460,,,,,,,,,,,,,,,,,,,,,10,V,2,2015,,,1,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2015,,,,,,,,
14005953,1400000006,11.05,V,1,2015,16.25,V,1,2015,15.3,V,1,2015,15,V,1,2015,12,V,1,2015,11.55,V,1,2015,13.525,V,1,2015,14.9,V,1,2015,14.5,V,1,2015,16.375,V,1,2015,13.5,V,1,2015,15.4,V,1,2015,12.44,V,1,2015,14.519,V,1,2015,,,,,,,,
14005955,1400000008,14.25,V,1,2015,17.9,V,1,2015,16,V,1,2015,15.9,V,1,2015,11.5,V,1,2015,11.7,V,1,2015,14.542,V,1,2015,11.975,V,1,2015,17.05,V,1,2015,16.5,V,1,2015,13.25,V,1,2015,18.4,V,1,2015,13.7,V,1,2015,15.146,V,1,2015,,,,,,,,
14005956,1400000009,10.5,V,1,2015,12.7,V,1,2015,10.6,V,1,2015,16.1,V,1,2015,11.5,V,1,2015,12.1,V,1,2015,12.25,V,1,2015,17.2,V,1,2015,14.3,V,1,2015,16.25,V,1,2015,13.75,V,1,2015,18.6,V,1,2015,11.4,V,1,2015,15.25,V,1,2015,,,,,,,,
14005958,1400000010,14.25,V,1,2015,18.5,V,1,2015,16,V,1,2015,18.9,V,1,2015,16.75,V,1,2015,11.375,V,1,2015,15.963,V,1,2015,15.275,V,1,2015,16.5,V,1,2015,16.75,V,1,2015,16.5,V,1,2015,18.4,V,1,2015,12.2,V,1,2015,15.938,V,1,2015,,,,,,,,
14005959,1400000011,10,V,2,2015,10,V,2,2015,15.5,V,1,2015,16.8,V,1,2015,,,,,10,V,2,2015,,,1,2015,10.3,V,1,2015,12.45,V,1,2015,15.25,V,1,2015,16.25,V,1,2015,16,V,1,2015,10,V,2,2015,13.375,V,2,2015,,,,,,,,
14005975,1400000031,,,,,10.125,V,1,2015,10,V,2,2015,,,,,,,,,11.3,V,1,2015,,,1,2015,6.875,NV,2,2015,10,V,2,2015,11.75,V,1,2015,16,V,1,2015,13.2,V,1,2015,8,NV,2,2015,10.971,NV,2,2015,,,,,,,,
14006235,1412713247,9,AC,2,2015,10,V,2,2015,10,V,2,2015,13.8,V,1,2015,12,V,1,2015,10.1,V,1,2015,10.817,V,2,2015,7.225,AC,2,2015,10.55,V,1,2015,10.875,V,1,2015,12.25,V,1,2015,15.6,V,1,2015,10,V,2,2015,11.083,V,2,2015,,,,,,,,
14006337,1412713292,,,,,,,,,7,NV,2,2015,8.5,NV,2,2015,10,V,2,2015,10.025,V,1,2015,,,1,2015,2.925,NRA,1,2015,10,V,2,2015,7.5,NV,2,2015,10.25,V,1,2015,7.4,NV,2,2015,,,,,,,1,2015,,,,,,,,
14007104,1412227729,,,,,,,,,5.4,NV,2,2015,,,,,,,,,10.375,V,1,2015,,,1,2015,5.85,NV,2,2015,4.8,NRA,1,2015,0,NV,2,2015,11.5,V,1,2015,10.4,V,1,2015,7.7,NV,2,2015,6.708,NV,2,2015,,,,,,,,
14007131,1400000130,15.1,V,1,2015,16.575,V,1,2015,11.4,V,1,2015,17.1,V,1,2015,13,V,1,2015,11.7,V,1,2015,14.146,V,1,2015,16.262,V,1,2015,13.8,V,1,2015,15.125,V,1,2015,10.75,V,1,2015,15.2,V,1,2015,13.6,V,1,2015,14.123,V,1,2015,,,,,,,,
15007450,1311537186,10,V,2,2015,10,V,2,2015,10.8,V,1,2015,12,V,1,2015,12,V,1,2015,10,V,2,2015,10.8,V,2,2015,7,AC,2,2015,10.975,V,1,2015,8.375,AC,2,2015,11.5,V,1,2015,15.2,V,1,2015,10,V,1,2015,10.508,V,2,2015,,,,,,,,
